Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,AB_Party,UPB,JaPa,GOP
এনসিপি দলটাকে শক্ত করে ভাল নেতা কর্মী দ্বারা পরিচালনা কর দেখবে বাংলাদেশে বড় দল হিসেবে প্রতিষ্ঠিত হবে।,2,2,1,2,2,2,2,2
জনতার রায়কে প্রাধান্য দিয়েই আমরা আগামীর সরকার গঠন করবো ইনশাআল্লাহ শাপলা কলি হবে শান্তি এবং ন্যায়এর প্রতিক ইনশাআল্লাহ,2,2,1,2,2,2,2,2
"লুটপাট, মাফিয়াতন্ত্র আর দুর্নীতির অন্ধকার থেকে বাংলাদেশকে মুক্ত করতে হলে তরুণদের নেতৃত্বই হতে হবে পরিবর্তনের আগুন।",2,2,1,2,2,2,2,2
এনসিপি আপনাদের সকল প্রার্থীর জন্য আমার দোয়া এবং ভালোবাসা রইলো | এনসিপি আমার ভালবাসার দল |,2,2,1,2,2,2,2,2
দিন দিন এনসিপির জনপ্রিয়তা হারিয়ে যাচ্ছে। তাই কঠিন সচেতন হওয়া দরকার।,2,2,1,2,2,2,2,2
সারভিস আলম নাহিদ এদেরকে আরো জনসম্মুখে বেশি দেশ কল্যান নিয়ে কথা বলা দরকার,2,2,1,2,2,2,2,2
শাউয়া পার্টি,2,2,4,2,2,2,2,2
"তোরা জুলাইয়ের গাদ্দার,ক্ষমতা তোদের কাছে বড় হয়ে গেছে,হাদি ভাইয়ের লাশ ভুলে কিভাবে পারলি প্রথম কালো আর ডাইনী সিস্টার দেখতি",2,2,3,2,2,2,2,2
"এনসিপি এর হাতেই, বাংলাদেশ নিরাপদ",2,2,1,2,2,2,2,2
"দুঃখের সাথে বলতে হচ্ছে এনসিপির সাথে জণগণ আর কোন আন্দোলনে নাই, বিশেষ করে তাওহীদি জনতা।",2,2,3,2,2,2,2,2
প্রথম আলো ডেইলি স্টারের সহযোগী এনপিপির নেতা গুলিবিদ্ধ।,2,2,3,2,2,2,2,2
হায়রে এনসিপি!নিজের কর্মীদের নিরাপত্তা দিতে সক্ষম না।,2,2,3,2,2,2,2,2
"এর জন্য দায়ী আপনারা, আপনারা মব মব করে এই পরিস্থিতি সৃষ্টি করেছেন, এখন এর খেসারত দিতে হচ্ছে প্রান্তিক পর্যায়ের নেতাদের।",2,2,3,2,2,2,2,2
এন সি পি হ্যালো মাগীবাজ ও মাদক ব্যবসায়ীদের দল।,2,2,4,2,2,2,2,2
"আপনারা কি কিছুই করবেন না,,শুধু দুঃখ প্রকাশ এবং অথর্ব সরকারের কাছে বিচার চাইবেন??",2,2,3,2,2,2,2,2
"এসবের জন্য এনসিপিই দায়ী, ক্ষমতার লোভে এরা এখন সুশীল সেজে বসে আছে।",2,2,3,2,2,2,2,2
এদেশের মানুষ আস্তে আস্তে এসব ক্ষমতা লোভী ছেলেদের থেকে মুখ ফিরিয়ে নিচ্ছে।,2,2,3,2,2,2,2,2
জুলাই বিপ্লব যদি ব্যর্থ হয় তবে এদেশের লক্ষ তরুণ এনসিপির এসব নেতারদের কখনোই ক্ষমা করবে না।,2,2,3,2,2,2,2,2
ওদের জন্যই বিপ্লবী সরকার গঠন করা সম্ভব হয়নি। ওদের কঠিন বিচার হবে একদিন।,2,2,3,2,2,2,2,2
যাও এনসিপি প্রথম আলো ডেইলি স্টার ঠিক আছে কিনা খোজ নাও আর আসিফ নজরুল স্বরাষ্ট্র উপদেষ্টা জাহাঙ্গীর রে কোলে নিয়ে ঘুমাও,2,2,3,2,2,2,2,2
খুবি ভালো হইছে তোরা প্রথম আলো আর দিল্লি স্টারের সাতে প্রেম কর!,2,2,3,2,2,2,2,2
নেশা করতে গিয়ে গুলিতে আহত এনসিপি নেতা মোতালেব।,2,2,3,2,2,2,2,2
"আমরা কোন মবের পক্ষে না, নাহিদ কে পাঠিয়ে প্রথম আলো তে আরো কিছু কান্নাকাটি করতে বলো, তোমাদের পিছনে এখন আর মানুষ নামবে না ।",2,2,3,2,2,2,2,2
"বিপ্লব তো আর গাছে ধরা আপেল নয় যে পাকবে আর পড়বে, বিপ্লব অর্জন করতে হয়।আপনারা বিপ্লবী হয়েও সুশীল সেজেছেন এটাই পরিনতি।",2,2,3,2,2,2,2,2
প্রিয় এনসিপির রাজপথের সহযোদ্ধা ভাই ও বোনেরা আপনারা এখনই যদি এই হত্যাকাণ্ডের ব্যাপারে সোচ্চার না হোন তাহলে আপনারা কেউ রেহাই পাবেন না।,2,2,3,2,2,2,2,2
"তোমাদের থেকে জাতির বিশ্বাস উঠে গেছে , এই বিশ্বাস আর অর্জন করতে পারবে কি না জানি না ,",2,2,3,2,2,2,2,2
দলটির জন্ম হয়েছিল লাগালাগির জন্য তাই বলে গুলি লাগিয়ে দিবে তা একদম মানা যায় না,2,2,4,2,2,2,2,2
বিপ্লবী নেতারা টেবিলে সুশীল সাজলে কর্মী রা এভাবেই হারিয়ে যাবে,2,2,3,2,2,2,2,2
তোমরা সবাই এক হয়ে যাও ভাই । নইলে সামনে আরো বিপদ,2,2,1,2,2,2,2,2
বাল সি পি তোমার কাজ ত শুধু পোন্দের আলোর পরিদর্শন করা,2,2,4,2,2,2,2,2
আলহামদুলিল্লাহ রাজাকার একটা একটা করে কমছে বাকিদের ও সিরিয়াল আসছে খুব শিগ্রই রেডি হয়ে যায় মাদার চোদ পাকিস্তানের বীর্য।,2,2,4,2,2,2,2,2
"পথম আলু ও ডিললি স্টারে গিয়ে শোক পালন কর সুদানির পোলারা, তোদের সুশীলতার কারণে এই মানুষগুলো জীবন দিয়ে দিতে হচ্ছে। ",2,2,4,2,2,2,2,2
"এই জুলাই বিক্রি করে তোরা অনেক টাকা ইনকাম করছিস, নিজেদেরকে তোরা বিক্রি করে দিয়েছিস। তোদের জন্য সামনে চরম অপমান আর দুর্দশা অপেক্ষা করছে।",2,2,3,2,2,2,2,2
জুলাই যোদ্ধাদের সবচেয়ে বড় ভুল আজিবনের জন্য বিপ্লবী সরকার গঠন না করা। শত্রুরা এভাবে মারতেই থাকবে।,2,2,1,2,2,2,2,2
এন সিপি টাকার কাছে জুলাই বিক্রি করে দিসে তাই আজকে এই পরিনতি,2,2,3,2,2,2,2,2
এনসিপি জুলাই ধ্বংস করে দিয়েছে,2,2,3,2,2,2,2,2
এনসিপি তাদের অবস্থান হারিয়ে ফেলছে।,2,2,3,2,2,2,2,2
মিছিলে আমরা পারদর্শী। ফেসবুকে প্রতিবাদে আমরা পারদর্শী। বাস্তবে আমরা নাই পারদর্শী।,2,2,3,2,2,2,2,2
তুমাদের লেজ ভেংয়ে গেছে তুমার সাপোর্ট দেওয়া আমাদের সাধারণ মানুষ এর ভুল ছিলো হাদি খুন হলো তুমরা চুপ দিনে দিনে বারতাছে,2,2,3,2,2,2,2,2
এনসিপি তাহদের অবস্থান আরো শক্ত করতে হবে এখন যে বাবে আছে এই বাবে রাজনিতি করা যায় না,2,2,1,2,2,2,2,2
এনসিপি এখন ও অনেক ভুলের মধ্যে আছে তাদের অবস্থান আরো কঠোর করতে হবে..?,2,2,1,2,2,2,2,2
এন সি পি বেশি বেশি সুশীতলা দেখাও।,2,2,3,2,2,2,2,2
এনসিপির উচিত এখন সুশীলতা চো*দানো এবং প্রথম আলো পরিদর্শনে যাওয়া।,2,2,4,2,2,2,2,2
"এন সি পি বসে আঙ্গুল চুষতে থাকো,এখনো সময় আছে জুলাইয়ের সব সহযোদ্ধা এক প্লাটফর্মে আসো। ঐক্যবদ্ধ হও, কারণ সন্ত্রাসীরা জুলাই যোদ্ধাদের টার্গেট করে আছে।",2,2,1,2,2,2,2,2
"তোরা হলে জুলাইয়ের প্রকৃত গাদ্দার,এখনো সময় আছে ফিরে আয় সঠিক পথে",2,2,3,2,2,2,2,2
এনসিপি কে এখন গালি দিতে ইচ্ছে করে সালার পুতে রা এখনো বিপ্লবেের ডাক দেয় না কেন,2,2,3,2,2,2,2,2
ন্যাশনাল ছুদানির পোত একটাও ছাড় দেওয়া হবে না না না!!!!,2,2,4,2,2,2,2,2
"এনসিপির নেতাদের ম্যার খাওয়ার কারন হলো জুলাইয়ের সাথে গাদ্দারি করা, এখন এরা কিভাবে সামলাবে",2,2,3,2,2,2,2,2
এনসিপি মানে চাদাবাজি চুরি ডাকাতি সন্ত্রাসী সঠিক কাজ করেছে কুকুর বাহিনী কে কুপিয়েছে,2,2,4,2,2,2,2,2
নবদলটার প্রতি আমাদের বিনীত অনুরোধ—দেশের কল্যাণকে সর্বোচ্চ অগ্রাধিকার দিয়ে আদর্শনিষ্ঠ রাজনীতি করুন।,2,2,1,2,2,2,2,2
নাহিদরে কেউ বইলেন এনসিপির শ্রমিক নেতা মাথায় গুলি খাইছে।পোন্দের আলো আর দিল্লি স্টারের কাছে বিচার দিতে।,2,2,4,2,2,2,2,2
এনসিপির নেতা একজন গুলিবিদ্ধ হইছে ওনারা নির্বাচনী প্রচারণা চালাচ্ছে,2,2,3,2,2,2,2,2
বাধ্যতামূলক হয়ে এন সি পি কে সারা বিশ্বে নেতাকর্মীকে আমি পদত্যাগ করাবো আপনারা কয়েকটা নেতা নিজেকে মনে হয় কি মনে করেন জুলাই আপনাদের থেকে আমাদের অবদান অনেক বেশি ছিল কি আপনার হুংকার দিছেন আপনাদের থেকে আমরা বেশি হুংকার দিছি,2,2,3,2,2,2,2,2
এরা একটা গান্ডু মার্কা দল তাদের একজন এনসিপির শ্রমিক নেতাকে আজকে গুলি করা হয়েছে তাদের কোন পোস্ট নেই,2,2,3,2,2,2,2,2
"এনসিপির উচিৎ বর্তমান কমিটি গুলোকে শুদ্ধিকরন করে, সর্বোচ্চ একটা মানদন্ড ঠিক করে উপজেলা পর্যায় পর্যন্ত সদস্য নেওয়া।",2,2,1,2,2,2,2,2
এতো সুন্দর সপ্নের দলটা চোখের সামনে কিভাবে পঁচে যাচ্ছে,2,2,3,2,2,2,2,2
হাদি ভাইকেও বিক্রি করে খাওয়া শুরু করে দিয়েন না এনসিপি ভাইরেয়া আপনারা কিন্তু বিক্রি হয়ে যাচ্ছেন,2,2,3,2,2,2,2,2
বাংলাদেশের এই সংকটময় মুহূর্তে আপনাদের বাংলাদেশের প্রয়োজন।,2,2,1,2,2,2,2,2
আপনারা বাংলাদেশের আলোকবর্তিকা তথা আলোর দিশারী।,2,2,1,2,2,2,2,2
ভারতীয় আধিপত্যবাদ উপড়ে ফেলতে আপনাদের ভূমিকা অনস্বীকার্য।,2,2,1,2,2,2,2,2
তোদেরকে কবুল করবে না তোরা জুলাই বিক্রি করে দিয়েছিস,2,2,3,2,2,2,2,2
এ-ই জুলাই বিক্রেতা ভারত আধিপত্য বলতে কি লজ্জা লাগে হবে নাকি দাদারা রাগ করবে? তোমরা কোন ঘাটের মাঝি জনগণ বুঝে গেছে।,2,2,3,2,2,2,2,2
ভারতকে ভয় পেয়ে যদি দালালি করেন তাহলে শহীদের মর্যাদা তো দূরের কথা মানুষের মর্যাদাও পাবেন না,2,2,3,2,2,2,2,2
"জুলাইয়ের রক্তের সাথে দালালি, একদিন হিসাব দিতে হবেই",2,2,3,2,2,2,2,2
"ভয় পাবেন না, শক্ত হাতে মোকাবিলা করুন. জনগন বিচার চায় . তরুণরাই দেশের ভবিষ্যৎ. ইয়া আল্লাহ আপনার কাছে বিচার চাই.",2,2,1,2,2,2,2,2
তোমরা ও তো দিনের পর দিন দালালে পরিণত হচ্ছো।প্রথম আলো আর ডেইলি স্টারের এই মাদারবোর্ড গুলোর জন্য তোমাদের কত মায়াকান্না!!!,2,2,3,2,2,2,2,2
নাটক কম কর একটা জাতিকে তোমরা ধ্বংস করছে তোমরা দেশের দুশমন জনগণের দুশমন,2,2,3,2,2,2,2,2
এনসিসি ২৪ এর স্বাধীনতাকে সমালোচিত করছে,2,2,3,2,2,2,2,2
এনসিপি তাদের দলীয় লোকদের নিরাপত্তা দিতে ব্যর্থ হয়েছে।,2,2,3,2,2,2,2,2
এখন দেখি বাংলাদেশে ছাত্রলীগের কোনো জায়গা নেই,3,2,2,2,2,2,2,2
ক্ষমতা পেয়ে ভাবছিলো পুরা দেশটাই ওর মার,3,2,2,2,2,2,2,2
জারজ সাদ্দাম গেল কই?,4,2,2,2,2,2,2,2
বলেন কুততা লিগ,4,2,2,2,2,2,2,2
এই সন্তাসী সংগঠন আজীবনের জন্য নিষিদ্ধ হউক।,3,2,2,2,2,2,2,2
কোথায় আছো কোথায় গেল চাপাবাজি,3,2,2,2,2,2,2,2
"ছাত্রলীগ নয় বলুন ""ছত্রাকলীগ""",3,2,2,2,2,2,2,2
5 মিনিটে ফু দিয়ে সরিয়ে দিতে গিয়ে নিজেরাই উড়ে গেছে,3,2,2,2,2,2,2,2
এই সন্ত্রাসীদের নিষিদ্ধ করা হোক এদের রাজনীতি করার কোন অধিকার নেই আমার ভাই বোনদের নৃশংসভাবে হত্যা কর..,3,2,2,2,2,2,2,2
"একটা করে ছাত্রলীগ ধর তার পরে জ,বাই কর",4,2,2,2,2,2,2,2
আহারে সাদ্দাম হোসেন গেলি কই,3,2,2,2,2,2,2,2
সাদ্দামা কই আমি তারে খুঁজছি ২৫ দিন হয়ে গেলো,3,2,2,2,2,2,2,2
এখন কোথায় আছত ইঁদুরের গর্তে ঢুকে পরছত নাকি।,3,2,2,2,2,2,2,2
ফু দেওয়ার জন্য বাতাস ভরতে পাশের দেশ ভারতে লুকিয়ে লুকিয়ে গেছে,3,2,2,2,2,2,2,2
"আন্দোলন যাবে,আন্দোলন আসবে, কিন্তু সাদ্দাম আদু আর আসবে না",3,2,2,2,2,2,2,2
বগা লীগ কই গেলো? ছেরাদাম কই গেলো?,3,2,2,2,2,2,2,2
এরা ছাত্রলীগ না সন্ত্রাস লীগ।,3,2,2,2,2,2,2,2
"সাদ্দাম চোরা একটা কথা শোন কোন সুস্থ্য মানুষ আওয়ামী-লীগ বা ছাত্র লীগ, যুবলীগ করেনা মাথায় গুড়ি পোক...",3,2,2,2,2,2,2,2
কই এখন খামকির পোলায়,4,2,2,2,2,2,2,2
ফুটফুটে সুন্দর শো.... বাচ্চারা,4,2,2,2,2,2,2,2
ওরে জবাই করতে হবে যদি কোনোদিন এই দেশে আসে,4,2,2,2,2,2,2,2
সাদ্দাম কই ওর বিচার হওয়া দড়কার।,3,2,2,2,2,2,2,2
হেডার লীগ 😂,4,2,2,2,2,2,2,2
পিছনের চেলা গুলা কই?,3,2,2,2,2,2,2,2
বোরকা পরে পালিয়েছে,3,2,2,2,2,2,2,2
সাদ্দাম আমি কিশোরগঞ্জ থেকে বলছি তোকে আমি ২০ বছরের মধ্যে হলেও তোকে আমি দেখব,3,2,2,2,2,2,2,2
পালায়ছে রে পালায়ছে,3,2,2,2,2,2,2,2
অনেক ফু দিছো। এবার ফু দেওয়া পালা আমাদের,3,2,2,2,2,2,2,2
স্বৈরাচারের তোষামোদকারী এসব পাতি নেতার গণধোলাই হবে,3,2,2,2,2,2,2,2
সন্ত্রাসী লীগের আস্তানা ভেঙ্গে দাও গুড়িয়ে দাও।,3,2,2,2,2,2,2,2
ফু দিতে গিয়ে পা۔۔ দ বেরিয়ে গেছে,3,2,2,2,2,2,2,2
সাদ্দামকেই ফু দিয়ে উড়িয়ে দিয়েছে ছাত্ররা।,3,2,2,2,2,2,2,2
শেখ হাসিনা সারা বাংলাদেশে সন্ত্রাস দিয়ে গাইরা ফালাইছে,3,2,2,2,2,2,2,2
"পুরা মাস্তান,,, এদের নিয়ে দেশ চালায় আসছে হাসিনা বেগম।",3,2,2,2,2,2,2,2
ছাওলীগকে নিষিদ্ধ করার দাবি জানাই।,3,2,2,2,2,2,2,2
নিশ্চয়ই আওয়ামী লীগ সীমালংঘনকারী একটি সম্প্রদায়।,3,2,2,2,2,2,2,2
সাদ্দামের মতো ছেলেকে এক থাপ্পর দিলে মুতে কাপড় ভিজিয়ে ফেলবে।,3,2,2,2,2,2,2,2
ছাত্রলীগ এখন হাওয়ালীগ হয়ে উড়ে গেছে গা ।,3,2,2,2,2,2,2,2
সাদ্দাম তো ফুঁ ছাড়া উড়িয়ে গেলো । তাহলে ফুঁ দিলে তো মহাকাশে বিলীন হয়ে যেতো ।,3,2,2,2,2,2,2,2
কর্মফল ভোগ করতেই হবে,3,2,2,2,2,2,2,2
ওদের।দেখলেই।সাতে।সাতে।মাইরাফালাইতে।হবে।,3,2,2,2,2,2,2,2
ওরাকুলাংগারের।বাচ্চএইজন্নওরা।আজ।বাংলাতেনাই,4,2,2,2,2,2,2,2
আদু ভাই এখন নিজেই উধাও হয়ে গেছে,3,2,2,2,2,2,2,2
তোদের পাদ দিএ উরিয়ে দিয়েসে জনগণ,3,2,2,2,2,2,2,2
এখন তারা রূপ পরিবর্তন করে সুশীল রূপ ধারণ করেছে।,3,2,2,2,2,2,2,2
যাদের জন্মের ঠিক নেই যাদের বাবা রিকসা চালায় মা বুয়া গিরি করে সংসার চালায় তারাই ছাত্রলীগ করে আওয়ামী ল...,4,2,2,2,2,2,2,2
"ওদের ফুতে ওরাই উড়ে গিয়ে, একেবারে গংগায় পড়েছে",3,2,2,2,2,2,2,2
এই চোরগুলো এখন কই??,3,2,2,2,2,2,2,2
সাদ্দাম রে ১০০ দিনের রিমান্ড দেওয়া হোক,3,2,2,2,2,2,2,2
সাদ্দাম হোসেন আর আতিকা কে বিচার করা হোক।,3,2,2,2,2,2,2,2
সাদ্দাম হয়ছে খনিকের ছেলে,4,2,2,2,2,2,2,2
এইসব রাজনৈতিক চোরদের কারনে দেশের এ অবস্থা,3,2,2,2,2,2,2,2
ওরা ছিলো সন্ত্রাসী লীগ,3,2,2,2,2,2,2,2
আমি ডুবাই থেকে কসম করে বলছি যে সাদ্দামকে ধরতে পারবে তাকে আমি ৫০ হাজার টাকা উপহার দিব,3,2,2,2,2,2,2,2
এখন এদের এক এক করে ধরেন....,3,2,2,2,2,2,2,2
হাসিনার তার দালালদের সবার বিচার করতে হবে,3,2,2,2,2,2,2,2
"ভাই এখানে রাম রাজত্ব হবে না,এখানে হবে শেখ রাজত্ব।",1,2,2,2,2,2,2,2
আল্লাহ শয়তানদের বিচার করেছে,3,2,2,2,2,2,2,2
ছাত্র ভাইদেরকে বলছি আপনারা ছাত্রলীগের লিস্ট করেন।এরপর লিস্ট দেখে দেখে চাইজ করেন।ঢাকা কে লীগ মুক্ত কর..,3,2,2,2,2,2,2,2
ছাত্রলীগ রাজাকাররা আজ দেশ ছেড়ে পালাইছে,3,2,2,2,2,2,2,2
আমরা ছাত্রলীগ এবং আওয়ামীলীগ মুক্ত বাংলাদেশ চাই,3,2,2,2,2,2,2,2
ছাত্রলীগ এখন আফসোস লীগ রূপে অনলাইনে বিচরণ করছে,3,2,2,2,2,2,2,2
তোরা কৈ গেলি রে তোদের মা।চলে গেল রে,3,2,2,2,2,2,2,2
এদের কঠিন বিচার চাই,3,2,2,2,2,2,2,2
লীগ মানেই বিপদ,3,2,2,2,2,2,2,2
যেখানেই ছাত্রলীগ সেখানেই গনধোলাই,3,2,2,2,2,2,2,2
ছাত্রলীগের জারজেরা কোথায় এখন?,4,2,2,2,2,2,2,2
ছাত্র দের ফু দিতেই নিজেরাই ফু হয়ে গেল।,3,2,2,2,2,2,2,2
"ভাবা যায় এই আওয়ামী কে ছাত্র সমাজও ভয় পেত,,,,, ভাবুন একবার, তারা কতো ভয়ঙ্কর ছিল ।",3,2,2,2,2,2,2,2
ফু দিবার আগে ছাএলীগ নাই,3,2,2,2,2,2,2,2
তাদের জায়গায় বাংলাদেশে হলো না,3,2,2,2,2,2,2,2
ছাত্রলীগ নিষিদ্ধ হোক,3,2,2,2,2,2,2,2
আওয়ামী লীগের এই করুণ পরিণতির কারণ একমাত্র এই জারজ ছাত্রলীগ,4,2,2,2,2,2,2,2
এই খাংকির বাচ্চারা এখন কই,4,2,2,2,2,2,2,2
সীমা লঙ্ঘনকারী এই টুকাই লীগ সাদ্দাম সহ তার সকল টোকাই বাহিনীকে খুঁজে বের করে আইনের কঠিন শাস্তি প্রয়োগ...,3,2,2,2,2,2,2,2
এতবড় গণহত্যার পরেও আওয়ামীলীগ সন্ত্রাসীদের দল কেন নিষিদ্ধ হবে না???,3,2,2,2,2,2,2,2
শেষ দেখার আগেই শেষ করে দিয়েছে জারজলীগকে।,4,2,2,2,2,2,2,2
বাস্টার্ড ছাত্রলীগ,4,2,2,2,2,2,2,2
রাজপথে জন্ম নেওয়া ছাত্রলীগের এখন কোথায়,4,2,2,2,2,2,2,2
"সত্যের জয় হয়, মিথ্যাচার ধূলিসাৎ হয়।স্বৈরাচারের পতন হয়েছে, সাধারণ জনগণের জয় হয়েছে🇧🇩",3,2,2,2,2,2,2,2
"দা,বটি,চাপাতি, assult rifle, হাজার হাজার ছাত্রদের মারার পরেও টিকতে পারলোনা ছ্যাদালীগ।",3,2,2,2,2,2,2,2
ওদের আজীবন নিষিদ্ধ করা হোক,3,2,2,2,2,2,2,2
ছি ছি ছি ছাএলীগ ভুয়া ভুয়া,3,2,2,2,2,2,2,2
ওই স্বৈরাচারের বাচ্চা সাদ্দাম এখন কই,3,2,2,2,2,2,2,2
"এখন নিজেরাই ফু ছাড়াই উড়ে গেছেন,আল্লাহ ছাড় দেন কিন্তু ছেড়ে দেন না, কথাটা আবারো অকাট্য ভাবে প্রমানিত, ..",3,2,2,2,2,2,2,2
ছাত্র লীগ যুব লীগ তোদের অবস্থা ভয়াবহ হবে জাতির কাছে মাপ চায়,3,2,2,2,2,2,2,2
যাদের নাই জন্মের ঠিক তারা করে ছাত্রলীগ।,4,2,2,2,2,2,2,2
"এরাতো ছাত্র লীগ নয়, এরা হচ্ছে ছেঁচড়া লীগ, যাদের অস্তিত্ব মিরপুর বেড়িবাঁধ আর ভাষানটেক বস্তিতে।",3,2,2,2,2,2,2,2
কি জুলুম টা না করছে এই ছাত্রলীগ,3,2,2,2,2,2,2,2
ছাত্রলীগের জন্মের ঠিক নাই এদের দেখলেই খবর আছে,3,2,2,2,2,2,2,2
"কিরে বন্ধুর সৈনিক তোরা না ভালো কাজ কর্তি,তাহলে পালালি কেনো",3,2,2,2,2,2,2,2
"অচিরেই গ্রেফতার করা হবে, ইনশাআল্লাহ",3,2,2,2,2,2,2,2
৫ মিনিটে ফু দিয়ে উড়িয়ে দিবে বলে ৫ সেকেন্ডে পালিয়ে গেছে,3,2,2,2,2,2,2,2
যেখানে পাওয়া যাবে সেখানেই ‘ভইরা’ দেওয়া হবে ॥,3,2,2,2,2,2,2,2
সাদ্দামকে পাওয়া মাত্রই আচ্ছামতো গনপিটুনি দিয়ে পুলিশে দিতে হবে,3,2,2,2,2,2,2,2
আওয়ামী লীগকে নিষিদ্ধ করা হোক,3,2,2,2,2,2,2,2
হটাৎ একদিন ঘুম থেকে উঠে যেনো শুনতে পাই তারা ২মাসের রিমান্ডে।,3,2,2,2,2,2,2,2
বিলাই গুলো গেলো কোথায় কাটাঁগুলো খাবে কে!!,3,2,2,2,2,2,2,2
সাদ্দাম যেন দেশ পার না হতে পারে হালারপুত অনেক মানুষকে হয়রানি করছে,3,2,2,2,2,2,2,2
কোন বৈধভাবে জন্ম হওয়া সন্তান কখনো ছাত্র লীগ করতে পারে না,3,2,2,2,2,2,2,2
বান্দির পুলা ভেগে গেছে।,3,2,2,2,2,2,2,2
এদেরকে জলদি গ্রেফতার করে ফাঁশি দেওয়া হোক,3,2,2,2,2,2,2,2
"ভিডিও ফুটেজ দেখে দেখে একটা একটা করে ধরা হবে, শুধু অপেক্ষা করতে হবে একটু‌।",3,2,2,2,2,2,2,2
আর এদিক এ ছাত্রলীগ দেখলেই জবো দেয়া হচ্ছে 😜,4,2,2,2,2,2,2,2
এদেরকে যেখানে যে অবস্থায় পাবেন কমপক্ষে একটা আন্ডা থেরাপি দিবেন ৷,3,2,2,2,2,2,2,2
ছাত্রলীগের আপুমনি রা কই 😜চামড়ার ব্যবসা কি এহনো চলে ???,4,2,2,2,2,2,2,2
এরা হল দেশের শএু। ছাএলীগ কখনো মানুষ হতে পারে না।,3,2,2,2,2,2,2,2
কুথায় কুওালীগ কুলাংগারে বাচ্চারা একন,4,2,2,2,2,2,2,2
আমরা ছাত্রলীগ মুক্ত বাংলাদেশ চাই,3,2,2,2,2,2,2,2
ছাত্র লীগ বলে বাংলাদেশে কোনো কুকুর থাকবে না,4,2,2,2,2,2,2,2
কোথায় তোরা শুকর ছানার দল।,4,2,2,2,2,2,2,2
আমরা চাই শুধু ছাত্র লীগ না আওয়ামী লীগটা নিষিদ্ধ হয়ে যাক,3,2,2,2,2,2,2,2
আওয়ামী লীগ নিষিদ্ধ করা হোক,3,2,2,2,2,2,2,2
সন্ত্রাসী বাহিনী,3,2,2,2,2,2,2,2
"পতিতালয় জন্ম নেওয়া সাদ্দাম হোসেন এখন কোথায়, কোথায় গেল পতিতালয়ের মুক্তিযোদ্ধা সন্তান ছাত্রলীগ ...",4,2,2,2,2,2,2,2
পদধারী ছাত্রলীগের সব নেতাদের আটক করার জোর দাবি জানাচ্ছি,3,2,2,2,2,2,2,2
এই ছাত্রলীগের একটারও জন্মের ঠিক নাই,4,2,2,2,2,2,2,2
স্বৈরাচার নিপাত যাক বাংলাদেশ মুক্তি পাক,3,2,2,2,2,2,2,2
পাতি নেতাদের মুখ বেশি তাই তাদের পতন হয়েছে,3,2,2,2,2,2,2,2
কিরে সাদ্দাম মাদারের বাচ্চা কোথায় আছো,4,2,2,2,2,2,2,2
আমাদের মুতে ভেসে গেছে,3,2,2,2,2,2,2,2
বাঘের মত হুংকার দিয়ে শিয়ালের মত লেজ গুটিয়ে পালালো,3,2,2,2,2,2,2,2
রাজপথের রাজা দাবি করা ছাত্রলীগ কে আজ রাজপথের ফকির হিসাবেও পাওয়া যায় না।,3,2,2,2,2,2,2,2
"দলে দলে ছাত্রলীগ ধর, ধরে ধরে জবাই কর",4,2,2,2,2,2,2,2
ভারত ও আওয়ামী লীগ মুক্ত বাংলাদেশ হবে ইনশাআল্লাহ!,3,2,2,2,2,2,2,2
হাজারো ছাএের রক্তের দাগ লেগে আছে এদের হাতে,3,2,2,2,2,2,2,2
সন্ত্রাসী হেলমেট লীগ নিষিদ্ধ করা হোক,3,2,2,2,2,2,2,2
আওয়ামী লীগ কে নিষিদ্ধ করার দাবি জানাচ্ছি।,3,2,2,2,2,2,2,2
হবে নিশ্চয়ই হবে নিষিদ্ধ শুধু সময়ের অপেক্ষা,3,2,2,2,2,2,2,2
হই হই হই হই ছাত্রলীগ গেলি কই,3,2,2,2,2,2,2,2
ছি ছি লীগ,3,2,2,2,2,2,2,2
ছাএ জনতা বেঁচে থাকতে আওয়ামিলীগ কুওালীগ রাস্তায় নামতে দেবো না,4,2,2,2,2,2,2,2
আওয়ামীলিগ ছাএলীগ মুক্ত বাংলাদেশ চাই,3,2,2,2,2,2,2,2
যে অপকর্ম করছে ছাত্রলীগ তাদেরকে নিষিদ্ধ করা হোক,3,2,2,2,2,2,2,2
এরা কোন লীগ না ভাই তারা রাতের খাট লীগ,4,2,2,2,2,2,2,2
সব রাজাকারের বাচ্চারা বাংলাদেশ ছাইড়া ভাগছে,3,2,2,2,2,2,2,2
ওরা আজ ঘৃণ্য ইতিহাস,3,2,2,2,2,2,2,2
ছাত্রলীগের কবর রচিত হয়েছে অলরেডি,3,2,2,2,2,2,2,2
ওরা দুইজন বোরকা পরে ইন্ডিয়া পালিয়ে গেছে,3,2,2,2,2,2,2,2
বোরখা পরা পাগলেরা এখন কোথায় দেখা দে নরাধম,3,2,2,2,2,2,2,2
"ছাত্রলীগ হেরে যাওয়া দল না। কখনো আনসার কখনো ডাকাত, গার্মেন্টস শ্রমিক হয়ে ফিরে আসবে",3,2,2,2,2,2,2,2
এখন কোথায় তোমরা 😊😊😊।আমরা ফু দেওয়ার আগেই তোমরা উড়ে গেলা,3,2,2,2,2,2,2,2
