Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
আতিকা আসলে একটা বেশ%শা।,4,2,2,2,2
ডাইনি হাসিনার পোলা স্বজীব একটা মাতাল নেশাখোর।,4,2,2,2,2
গানজুইট্টা ফোলা ইবা কয়কি।,4,2,2,2,2
হাসিনার পোলা সজীব জয়কে পুনমেরে জয় বাংলা করে দেওয়া আমাদের দায়িত্ব।,4,2,2,2,2
সজিব এইগুলা কী রে কয়? ছাগলের তিন নম্বর বাচ্চার মতো।,4,2,2,2,2
মজিবের নাতি সজীব হের খালি একটাই কাম। বিদেশে বইয়া বইয়া মদ গাজা খাওন আর হাঙ্গা বওন।,4,2,2,2,2
বদমাশ লীগ মানেই বিনোদন,4,2,2,2,2
আওয়ামী মানেই নাটকবাজ সন্ত্রাস মাগিবাজি,4,2,2,2,2
গণহত্যা কারীরা এখন পুরোনো কিছু দেখায়😆 তোদের শাউয়ার হাড্ডি ভেংগে দিব,4,2,2,2,2
এসব বুকা!চুদা নাটক মানুষ আর খায়না।সব আওয়ামী লীগ এর কারসাজি,4,2,2,2,2
"হামু লীগের দালালের বাচ্চারা পুরাতন গুজব ছড়ানো জন্য সেরা রে,,,।",4,2,2,2,2
জাতির কাছে মাফ চাওয়া জরুরি বাইন'চুচ লিগের,4,2,2,2,2
একমাত্র ভারতীয় র ধারা পরিচালিত দল এই বালের লিগ,4,2,2,2,2
শ্বাসকষ্টের সমস্যাকে আড়াল করতে ডাইনি আপা নিয়মিত মিথ্যার/গুজবের আশ্রয় নেন।,4,2,2,2,2
"আপরাধ করতে করতে মানুষ যে সেটাই ঠিক মনে করে এই চু""তি মহিলাকে না দেখলে বুঝতাম না",4,2,2,2,2
এইগুলো কুলাঙ্গারের জাত ছাত্রলীগের অপকর্ম,4,2,2,2,2
সাভারে লাশ পোড়ানো বেজন্মা খুনিরা আজ লাশ পোড়ানো নিয়ে অপরাজনীতিতে ব্যস্ত।,4,2,2,2,2
আল্লাহ পাক নর পশুদের জাত থেকে দেশটাকে রক্ষা করচে,4,2,2,2,2
শুন ডাইনি তদের বিচার বাংলা মাটিতে হবে,4,2,2,2,2
এদের কাছে কবরে মৃত মানুষ নিরাপদ না আর জীবিত মানুষের কথা কি বলবো ।,4,2,2,2,2
"চুদা*চুদি লিগের জন্য অবস্থা এমন হইছে মানুষ, লাশ আর কোন কিছুই নিরাপদ নয়!",4,2,2,2,2
চুত#মারানি হাসিনা জলজ্যান্ত জী*বিত মানুষ পুড়া*য়তো।,4,2,2,2,2
পায়খানা লীগের লাস্ট অপশন এখন গুজব ছড়িয়ে মানুষ কে বিভ্রান্ত করা,4,2,2,2,2
"একটা ডাইনিকে পোড়ানো গেলেই সব সমাধান হয়ে যেতো....কিন্তু সে এই দেশের শ্মশানে পুড়তে চাই না, তাই শ্বশুর বাড়ি ইন্ডিয়া ভাগছে।",4,2,2,2,2
লিগের রাজনীতির মায়রে চ***দি,4,2,2,2,2
এই বালেরা কি জীবনে ভালো হবে না!,4,2,2,2,2
তোরা তো ভ্যানগাড়িতে লাশের স্তুপ করে আগুন দিয়ে পুড়িয়ে দিয়েছিস। তোরা কি ভালো নাকি ? কত্তো ভয়ানক শয়তান এরা,4,2,2,2,2
ফেরাউনের দল আওয়ামী লীগ থাকলে অবশ্যই ওখানে মন্দির বানিয়ে পূজা করা শুরু করত তাদের আব্বা মুদিকে খুশি করতে,4,2,2,2,2
"গত তিনটি নির্বাচনে আওমুলিগ তাদের ১৪দলীয় জোট ছাড়া সবাইকে কৌশলে নির্বাচনের বাইরে রেখেছিলেন, এখন নিজেরা বাইরে থাকলে বুঝবে কত মজা,কত সাজা। শালার ভন্ড।",4,2,2,2,2
একসময় আওয়ামীলীগ অন্যদের নির্বাচন থেকে বাদ দিতো আর এখন অন্যরা আওয়ামীলীগকে বাদ দিচ্ছে। এটাই দুনিয়ার নিয়ম যে যা করবে সে তেমন কর্মফল ভোগ করবে।যেমন কুকুর তেমন মুগুর,4,2,2,2,2
আওয়ামী লীগ নির্বাচনে কেন আসবে? আওয়ামী লীগ কি বাংলাদেশের কোন দল? ভারতীয় দল বাংলাদেশের কোন নির্বাচনে অংশগ্রহণ করার প্রশ্নই উঠে না।সন্ত্রাসীদের শা&উয়ার দল আওয়ামী লীগ।,4,2,2,2,2
"তোরা কী করছস? রাতের ভোট দিয়া জিতসোস এত বছর, চোরের দল।।।",4,2,2,2,2
"তোগো কি কোনো লজ্জা নাই?বেজন্মা দল এখনো সাপোর্ট করস, আবার বলস আওয়ামী লীগ ছাড়া বাংলাদেশে কোন নির্বাচন হবে না।",4,2,2,2,2
"ভারতের রাজ্যহীন মাননীয় গাধার বাচ্চা মুখ্যমন্ত্রী হাসিনা ও আম্লীগ আবার ভয়ঙ্কর রুপে ফিরে আসবে, তবে.....বর্ডারের কাঁটাতার পযর্ন্ত",4,2,2,2,2
এই শালা হাসিনার পোলা সজিব একটা পুরা মাতাল,4,2,2,2,2
চোরের জাতেরা তোরা ভারতে পালিয়ে থেকে যখন কোন চুল ছিড়তে পারোস না।তখন মানুষ ব্রেন ওয়াস করে দাঙ্গা লাগানোর চেষ্টা।,4,2,2,2,2
হিন্দুদের নিয়ে এসব ষড়যন্ত্র এখন মানুষ বুঝে। বদমাইশ অসভ্য লিগের বাহিনী,4,2,2,2,2
মানসিক ডাক্তার দেখানো দরকার পাগলের বাচ্চাটাকে,4,2,2,2,2
সজিব শালায় আসলেই পাগলচোদা,4,2,2,2,2
শালার পুত সজিবে মাঝে মাঝে গাজার পরিমাণ একটু বেশি পড়লে আবোল-তাবোল বকতে থাকে,4,2,2,2,2
শালা লীগাররা সনাতনীদের ব্যবহার করে সবসময়ই কারন এদের ব্যবহার করা সবচেয়ে সহজ,4,2,2,2,2
সজিবের চেহারার চোরের ভাব আছে,4,2,2,2,2
নেশাখোর লম্পট জয়ের এই ঘৃন্য মন্তব্যের জন্য জাতির কাছে ক্ষমা চাওয় উচিত,4,2,2,2,2
শালার হিন্দুলীগ যতই খারাপ খারাপ করুক এতে হিন্দুদের ধর্মীয় অনুভুতিতে আঘাত লাগেনা। হিন্দুদের কিছু দালাল আছে কিছু বলেনা।,4,2,2,2,2
ডাইনির পুতের চেহারা দেখেই মনে হয় রাত্রে খুব নেশা করে !,4,2,2,2,2
বা*সটার্ড লিগ,4,2,2,2,2
"ইতিহাসের পাতায় স্বর্ণাক্ষরে লেখা থাকবে বাংলাদেশের আপসহীন নেতৃ বেগম খালেদাজিয়ার নাম, তিনি এক মহীয়সি নারী,মাতা,দেশমাতা বেগম খালেদাজিয়া।।",2,1,2,2,2
"ইতিহাস যাকে রাজপথের লড়াকু মা হিসেবে স্মরণে রাখবে, আল্লাহ বেগম খালেদাজিয়া আত্মাকে স্বস্তিময় রহমতে সিক্ত করে চিরশান্তির নীড়ে স্থান দিন।",2,1,2,2,2
অন্যায়ের বিরুদ্ধে আপোষহীন বলিষ্ঠ ব্যক্তিত্বের অধিকারী প্রিয় নেত্রী বেগম খালেদাজিয়া..দেশের ক্রান্তিলগ্নে আপনাকে খুব প্রয়োজন ছিলো...,2,1,2,2,2
আজও জাতি শ্রদ্ধা ভরে স্মরণ করে ইতিহাসের পাতায় স্বর্ণ অক্ষরে লেখা থাকবে আপনার নাম বিনম্র শ্রদ্ধাঞ্জলি আপোষহীন নেত্রী বেগম খালেদাজিয়া,2,1,2,2,2
দেশনেত্রী বেগম খালেদাজিয়ার আপোষহীনতাই ফ্যাসিস্ট সরকার হাসিনার বিরুদ্ধে আমাদের রাজপথে থাকার শক্তি জুগিয়েছিল।,3,1,2,2,2
"শুভ জন্মদিন ‘গণতন্ত্রের মা’ ও আপসহীন দেশনেত্রী বেগম খালেদা জিয়া। দেশ ও গণতন্ত্রের জন্য আপনার সাহস, ত্যাগ ও নেতৃত্ব ইতিহাসে স্মরণীয় হয়ে থাকবে।",2,1,2,2,2
"দেশনেত্রী বেগম খালেদাজিয়া শুধুই একজন নেতৃত্ব নন, তিনি বাংলাদেশের ""মা""।",2,1,2,2,2
সাবেক প্রধানমন্ত্রী ও বিএনপির চেয়ারপারসন দেশনেত্রী বেগম খালেদা জিয়ার ৮২তম জন্মদিনে তাঁর দীর্ঘ রাজনৈতিক জীবনের প্রতি শ্রদ্ধাঞ্জলি। তাঁর অবদান ও স্মৃতি দেশের রাজনৈতিক ইতিহাসে স্মরণীয় হয়ে থাকবে। মহান আল্লাহ্ পাক জান্নাতুল ফেরদৌস দান করুন।,2,1,2,2,2
বাংলাদেশের মানুষ আপনাকে শ্রদ্ধার সাথে স্মরণ রাখবে আমাদের ভালোবাসার দেশনেত্রী,2,1,2,2,2
আপোষহীন নেত্রী বেগম খালেদা জিয়া,2,1,2,2,2
আপোষহীন নেত্রী গনতন্ত্রের মা উপাধিতে ভূষিত সাবেক প্রধানমন্ত্রী মরহুমা বেগম খালেদা জিয়ার জন্মদিনে উনাকে শ্রদ্ধার সাথে স্বরন করছি।,2,1,2,2,2
আপোষহীন নেত্রী আপনি থাকবেন বাংলাদেশের প্রতিটা মানুষের অন্তরে,2,1,2,2,2
মির্জা ফখরুল ইসলাম আলমগীরকে দলের সভাপতি (প্রেসিডেন্ট) হিসেবে মনোনীত করে বিএনপি অত্যন্ত সময়োপযোগী ও প্রশংসনীয় একটি সিদ্ধান্ত নিয়েছে।,2,1,2,2,2
"আমার কাছে মির্জা ফখরুল স্যার সবসময়ই একজন বিশেষ ব্যক্তিত্ব—শুধু একজন রাজনীতিবিদ হিসেবে নয়, বরং একজন নীতিবান ও পরিশীলিত রাজনৈতিক মানুষ হিসেবে।",2,1,2,2,2
"মহাসচিব থেকে মহামান্য, পরিচ্ছন্ন রাজনীতির কিংবদন্তি। মির্জা ফখরুল ইসলাম আলমগীর বর্তমান রাষ্ট্রপতির দায়িত্ব নিয়ে আছেন",2,1,2,2,2
কার্ডের দরকার নাই জিনিসপত্রের দাম নাগালের মধ্যে রাখেন তাতেই আমরা অনেক খুশি থাকবো,2,1,2,2,2
"আগে আমরা অনেক গরিব ছিলাম দিনে একবার খেতে পারতাম, ফ্যামিলি কার্ডের বদৌলতে এখন দিনে তিনবার খেতে পারি,ধনবাদ তারেক রহমান!",2,1,2,2,2
"তারেক জিয়া জিন্দাবাদ
সবার আগে বাংলাদেশ ।
লাভ ইউ প্রিয় লিডার 🥰🥰
",2,1,2,2,2
"আগে প্রবাসে ছিলাম ফ্যামিলি কার্ড পাওয়ার পর থেকে দেশে এসে পায়ের উপর পা তুলে খাইতেছি,আর বিদেশে যাইতে হবেনা।ধন্যবাদ লিডার",2,1,2,2,2
ফ্যামেলি কার্ডের জন্য বউ বাচ্চা নিয়ে আরাম আয়েশে দিন যাচ্ছে,2,1,2,2,2
ভোট দেব কিসে? ধানের শীষে।,2,1,2,2,2
উন্নয়নের মার্কা ধানের শীষ মার্কা ।,2,1,2,2,2
আমরা জিয়ার সৈনিক আমাদের কেউ থামতে পারবে না।,2,1,2,2,2
"দুর্যোগ মোকাবিলায় মাননীয় প্রধানমন্ত্রীর সরাসরি তদারকি ও দিকনির্দেশনা সত্যিই আশাব্যঞ্জক। ত্রাণ ও চিকিৎসাসেবা যেন প্রকৃত ক্ষতিগ্রস্তদের কাছে সঠিকভাবে পৌঁছায়, সেটাই এখন মূল লক্ষ্য হওয়া উচিত।",2,1,2,2,2
জিন্দাবাদ বাংলাদেশ জাতীয়তাবাদী দল বিএনপি,2,1,2,2,2
মাননীয় প্রধানমন্ত্রী জনাব তারেক রহমান আমাদের দেশকে উন্নত সমাজ গঠনে দ্বায়িত্ব পূর্ণ ভূমিকা পালন করছেন,2,1,2,2,2
আশা করি জনাব তারেক রহমানের নেতৃত্বে বাংলাদেশ একটি উন্নয়নশীল ও উন্নত রাষ্ট্র হিসেবে এশিয়া মহাদেশে অন্যতম ভূমিকা রাখবে !,2,1,2,2,2
করব কাজ গর্ব দেশ সবার আগে বাংলাদেশ,2,1,2,2,2
আমি জিয়ার একজন গর্বিত সৈনিক।,2,1,2,2,2
সবার আগে দেশ চলো গড়ি বাংলাদেশ বাংলাদেশ জাতীয়তাবাদী দল। ,2,1,2,2,2
সবার আগে বাংলাদেশ ।,2,1,2,2,2
"বিএনপি অনেক বছর পর ক্ষমতায় আইছে, এখন দেখার বিষয় দেশটার জন্য আসলে কী করে।",2,1,2,2,2
"জিয়াউর রহমানের সময় দেশের জন্য অনেক ভালো কাজ হইছিল, সেই জন্য বিএনপির প্রতি আমার আলাদা সম্মান আছে।",2,1,2,2,2
"খালেদা জিয়া অন্যায়ের কাছে আপস করতেন না, এই জিনিসটা আমার ভালো লাগে।",2,1,2,2,2
"বিএনপি সরকার আইছে, এখন জনগণের জন্য কাজ করলেই হব।",2,1,2,2,2
"ধানের শীষে ভোট দিছি, আশা করি এবার আমাদের এলাকার উন্নয়ন হব।",2,1,2,2,2
"বিএনপির কাছে আমার অনেক আশা আছে, দেখি শেষ পর্যন্ত কতটুকু পূরণ করে।",2,1,2,2,2
খালেদা জিয়ার নেতৃত্বে বিএনপি অনেক কঠিন সময় পার করেছে।,2,1,2,2,2
"জিয়া সাহেব দেশপ্রেমিক মানুষ আছিলেন, তার আদর্শ বিএনপি ধরে রাখুক।",2,1,2,2,2
"বিএনপি যদি কথা রাখে, তাহলে মানুষের রাজনীতির ওপর আস্থা আবার ফিরতে পারে।",2,1,2,2,2
ধানের শীষ মানেই আমাদের কাছে একটা আবেগের জায়গা।,2,1,2,2,2
"বিএনপি যদি দুর্নীতি কমাইতে পারে, তাহলে দেশের অনেক উপকার হবে।",2,1,2,2,2
বিএনপি ভালো কিছু করলে জনগণ অবশ্যই পাশে থাকবে।,2,1,2,2,2
"তারেক রহমান এখন দলের নেতৃত্ব দিতেছে, আশা করি দেশটার জন্য ভালো কিছু করবে।",2,1,2,2,2
"বিএনপি যেন আগের ভুলগুলা আর না করে, এইটাই চাই।",2,1,2,2,2
ধানের শীষের জয় মানে আমাদের এলাকার মানুষেরও একটা আশা তৈরি হইছে।,2,1,2,2,2
জিয়াউর রহমানের দেশপ্রেমের কথা মানুষ এখনো মনে রাখছে।,2,1,2,2,2
সাধারণ মানুষ শান্তিতে থাকতে পারলেই বিএনপি সফল।,2,1,2,2,2
বিএনপি ভালোভাবে দেশ চালাইতে পারলে আগামীতেও মানুষ তাদের পাশে থাকবে।,2,1,2,2,2
"ক্ষমতায় আসা সহজ, কিন্তু ক্ষমতা ঠিকভাবে চালানোই আসল পরীক্ষা।",2,1,2,2,2
জিয়া পরিবারের প্রতি বিএনপির মানুষের আলাদা একটা টান আছে।,2,1,2,2,2
ধানের শীষের সমর্থকরা অনেকদিন ধরেই এই দিনের অপেক্ষায় আছিল।,2,1,2,2,2
"বিএনপির ভালো কাজকে ভালো বলব, খারাপ কাজকে খারাপই বলব।",2,1,2,2,2
"ধানের শীষের কথা অনেক শুনছি, এবার বাস্তবে কী করে দেখি।",2,1,2,2,2
"জনগণ ভোট দিছে পরিবর্তনের আশায়, সেই পরিবর্তন এখন দেখাইতে হবে।",2,1,2,2,2
জিয়াউর রহমানের সময়কার কিছু সিদ্ধান্ত এখনো মানুষ ভালোভাবে মনে রাখছে,2,1,2,2,2
বিএনপি সরকার যেন কোনো দলের প্রতিশোধ নিতে গিয়ে দেশের ক্ষতি না করে।,2,1,2,2,2
"বিএনপির উচিত মানুষের কথা সরাসরি শোনা। গ্রামের মানুষ কী চায়, সরকার সেইদিকে নজর দিক। বিএনপি যদি উন্নয়ন করে, আমরা অবশ্যই ভালো বলব।",2,1,2,2,2
বিএনপির নেতারা যদি সৎভাবে কাজ করে তাহলে দলটা অনেক দূর যেতে পারবে।,2,1,2,2,2
বিএনপিকে এবার প্রমাণ করতে হবে যে তারা আগের চেয়ে ভালোভাবে দেশ চালাতে পারে।,2,1,2,2,2
তারেক রহমানের নেতৃত্বে দলটা কোন দিকে যায়..... সেটাই এখন দেখার বিষয়।,2,1,2,2,2
বিএনপির নতুন সরকারকে কিছুটা সময় দেওয়া দরকার।,2,1,2,2,2
ভাই.......সরকার নতুন হইছে আগে কাজ করতে দেন তারপর বিচার করেন।,2,1,2,2,2
"দেশের মানুষ এখন শান্তি আর নিরাপত্তা চায়......বিএনপি যদি এই দুইটা দিতে পারে, তাহলে মানুষ খুশি হইব।",2,1,2,2,2
"বিএনপি যেন জনগণের ভোটের সম্মান রাখে,,,,,, ক্ষমতায় গিয়া জনগণরে ভুলে গেলে কিন্তু মানুষ আবার জবাব দিবে।",2,1,2,2,2
সরকারের কাজের সমালোচনা করা মানে দেশের বিরুদ্ধে যাওয়া না.........,2,1,2,2,2
"আমার কাছে ধানের শীষ মানে পরিবর্তনের আশা,,, এখন সেই আশা পূরণ করার দায়িত্ব তাদের।",2,1,2,2,2
"ফ্যামিলি কার্ডের সুবিধা যেন আসলেই গরিব মানুষ পায়, এইটাই চাই 🙏",2,1,2,2,2
কৃষক কার্ডের মাধ্যমে কৃষকরা সরকারি সুবিধা পাইলে দেশের কৃষির জন্য ভালো হবে 🌾,2,1,2,2,2
কৃষক কার্ড শুধু নামেই না বাস্তবেও যেন কৃষকের কাজে লাগে..........এইটাই চাই।,2,1,2,2,2
"খেলোয়াড়দের জন্য সরকারি সুযোগ-সুবিধা বাড়ানো দরকার ছিল, উদ্যোগটা ভালো 👍",2,1,2,2,2
"প্রবাসী ভাইদের জন্য প্রবাসী কার্ড করলে তারা বাড়তি সুবিধা পাবে,,, ভালো উদ্যোগ।",2,1,2,2,2
প্রবাসীদের জন্য বিমানবন্দর আর হাসপাতালে অগ্রাধিকার দেওয়ার বিষয়টা ভালো লাগছে ❤️,2,1,2,2,2
কৃষক কার্ডের সুবিধা গ্রামের প্রত্যন্ত এলাকার কৃষকরাও পায় কিনা ওইটাই দেখার বিষয়।,2,1,2,2,2
ফ্যামিলি কার্ডের পাইলট প্রকল্পটা সফল হইলে সারাদেশে করা উচিত।,2,1,2,2,2
স্পোর্টস কার্ডের মাধ্যমে তরুণ খেলোয়াড়রা সুবিধা পেলে দেশের ক্রীড়াক্ষেত্র এগিয়ে যাবে 🇧🇩,2,1,2,2,2
প্রবাসীদের জন্য নতুন কার্ডের ব্যবস্থা করাটা সময়ের দাবি ছিল।,2,1,2,2,2
কার্ডের কথা শুনতে ভালো লাগতেছে 😊 এখন দেখি আসলে কতজন মানুষ সুবিধা পায়।,2,1,2,2,2
"ফ্যামিলি কার্ডে যদি ভর্তুকি ঠিকমতো পাওয়া যায়,,, তাহলে বাজারের চাপ কিছুটা কমবে।",2,1,2,2,2
ফ্যামিলি কার্ডে আসল নিম্নআয়ের মানুষদের তালিকাভুক্ত করা সবচেয়ে জরুরি।,2,1,2,2,2
কার্ড দিয়া ছবি তোলার চেয়ে সুবিধা দেওয়াটাই বেশি গুরুত্বপূর্ণ ভাই।,2,1,2,2,2
প্রবাসীদের জন্য বিমানবন্দরে হয়রানি কমানো দরকার...কার্ডের মাধ্যমে সেটা হলে ভালো।,2,1,2,2,2
কার্ড আছে অনেক......কিন্তু জনগণ সুবিধা পাচ্ছে কিনা সেই হিসাবটাও দিতে হবে।,2,1,2,2,2
"তারেক রহমান সরকারে আইসা ফ্যামিলি কার্ড,,,কৃষক কার্ড,, স্পোর্টস কার্ড চালু করছে.....মানুষের জন্য ভালো উদ্যোগ মনে হইতেছে।",2,1,2,2,2
বিএনপি এবার মানুষের জন্য নতুন কিছু করার চেষ্টা করতেছে... কার্ডগুলা তারই একটা উদাহরণ।,2,1,2,2,2
তারেক রহমানের এই উদ্যোগগুলা ভালোভাবে বাস্তবায়ন হইলে মানুষ বিএনপির ওপর আস্থা রাখ...,2,1,2,2,2
প্রবাসীরা দেশের জন্য এত টাকা পাঠায়....... তাদের জন্য আলাদা কার্ড দেওয়াটা যুক্তিসঙ্গত।,2,1,2,2,2
"বিএনপি সরকার আসার পর নতুন নতুন কার্ড চালু করতেছে,, জনগণ এখন ফলাফল দেখতে চায়।",2,1,2,2,2
"তারেক রহমানের কার্ডগুলা রাজনৈতিক প্রচারণা না হয়ে বাস্তব সুবিধা হোক, এইটাই চাই,,,",2,1,2,2,2
এবার ধানের শীষে ভোট দিছিদেখি দেশটা কেমন চলে।,2,1,2,2,2
ধানের শীষ মানেই এবার পরিবর্তনের আশা।,2,1,2,2,2
এবার ধানের শীষ জিতছে....আলহামদুলিল্লাহ।,2,1,2,2,2
"ধানের শীষে ভোট দিছি,,, এখন বিএনপির কাজ দেখব... ভোটের আগে অনেক কথা শুনছি এবার কাজের প্রমাণ চাই।",2,1,2,2,2
এবার ভোটের মাঠে ধানের শীষের প্রতি মানুষের আগ্রহ অনেক দেখছি.....,2,1,2,2,2
"ধানের শীষে ভোট দিছি,,, কিন্তু সরকাররে অন্ধভাবে সমর্থন করব না।",2,1,2,2,2
"সালাহউদ্দিন আহমেদরে আমার বেশ অভিজ্ঞ নেতা মনে হয়, অনেক বছর রাজনীতি করছে,,...স্বরাষ্ট্র মন্ত্রণালয়ের দায়িত্ব পাওয়ার পর মানুষ তার কাছ থেইকা অনেক কিছু আশা করছিল।",2,1,2,2,2
সালাহউদ্দিন আহমেদের রাজনৈতিক অভিজ্ঞতা অনেক;; এইটা দেশের কাজে লাগানো দরকার।,2,1,2,2,2
স্বরাষ্ট্র মন্ত্রণালয়ে উনার কাজের আসল পরীক্ষা আইনশৃঙ্খলা পরিস্থিতি।,2,1,2,2,2
সালাহউদ্দিন সাহেবের কাছে মানুষের নিরাপত্তা আগে আশা করি..........,2,1,2,2,2
"প্রধানমন্ত্রী তারেক রহমানের সামনে অনেক বড় বড় সমস্যা,,, আশা করি ধীরে ধীরে সমাধান করবেন।",2,1,2,2,2
প্রধানমন্ত্রী তারেক রহমানের সরকার নতুনতাই কাজের ফলাফল দেখতে একটু সময় দেওয়া দরকার।,2,1,2,2,2
"তারেক রহমান প্রধানমন্ত্রী হইছে ঠিক আছে, কিন্তু শুধু দলীয় লোকজনের কথা শুনলে চলবে না।",2,1,2,2,2
প্রধানমন্ত্রী তারেক রহমানের উচিত আগে জনগণের মৌলিক সমস্যাগুলা সমাধান করা........,2,1,2,2,2
"প্রধানমন্ত্রী তারেক রহমানের সরকার যেন আগের সরকারগুলার ভুল থেকে শিক্ষা নেয়,,,",2,1,2,2,2
তারেক রহমান ভালো কাজ করলে জনগণ অবশ্যই তার মূল্যায়ন করবে।,2,1,2,2,2
জিয়ার আদর্শ বুকে ধারণ করেই তারেক রহমানের সামনে এগিয়ে চলা উচিত।,2,1,2,2,2
বিএনপির প্রত্যেকটা নেতার উচিত জিয়াউর রহমানের আদর্শে রাজনীতি করা।,2,1,2,2,2
খালেদা জিয়ার আদর্শে উজ্জীবিত হয়ে সামনে এগিয়ে চলুক বিএনপি..... এটাই প্রত্যাশা।,2,1,2,2,2
খালেদা জিয়ার মতো অন্যায়ের বিরুদ্ধে সংগ্রাম করা প্রত্যেকটা বিএনপি নেতা নেত্রীর আদর্শ হওয়া উচি,2,1,2,2,2
নিজের দলের লোক অপরাধ করলেও যদি ব্যবস্থা নেয় তখন বুঝব সরকার সত্যি কাজ করছে...,2,1,2,2,2
জনগণের ভোটের সম্মান রাখাই সরকারের প্রথম দায়িত্ব।,2,1,2,2,2
বিএনপি ভালো কাজ করলে প্রশংসা করব...........ভুল করলে প্রতিবাদও করব।,2,1,2,2,2
৩৫ বছর পরে আমরা অহংকার মুক্ত প্রধানমন্ত্রী তারেক রহমানকে পেয়েছি তারেক রহমানকে আমরা কখনো হারিয়ে যেতে দেব না,2,1,2,2,2
"সরকার দেশের তরুণ সমাজকে চতুর্থ শিল্পবিপ্লবের উপযোগী করে তুলতে কৃত্রিম বুদ্ধিমত্তা (AI), মেশিন লার্নিং ও সাইবার নিরাপত্তার মতো অত্যাধুনিক প্রযুক্তিতে বিনামূল্যে ও বিশেষ প্রশিক্ষণের উদ্যোগ গ্রহণ করেছে।",2,1,2,2,2
শুভকামনা মাননীয় প্রধানমন্ত্রী তারেক রহমান। সবার আগে বাংলাদেশ,2,1,2,2,2
"এগিয়ে যান মাননীয় প্রধানমন্ত্রী, পাশে আছে বাংলাদেশ",2,1,2,2,2
"জাতির জন্য স্বাস্থ্য খুবই গুরুত্বপূর্ণ, চতুর উদ্যোগ, আমাদের জাতির প্রধানমন্ত্রীর উজ্জ্বল পদক্ষেপ!",2,1,2,2,2
"আলহামদুলিল্লাহ বাংলার অহংকার জননন্দিত জননেতা, মাননীয় প্রধানমন্ত্রী জনাব তারেক রহমান মহোদয়ের নেতৃত্বে বাংলাদেশ দ্রুত উন্নয়নে এগিয়ে যাচ্ছে।",2,1,2,2,2
তারেক রহমান একটি রাজনৈতিক দর্শন।,2,1,2,2,2
জনাব তারেক রহমান বিশ্ব রাষ্ট্রনীতি ও রাজনীতির এই যুগের সংস্কারক।,2,1,2,2,2
"জনাব তারেক রহমান কোন দলের,গোষ্ঠীর, ব্যক্তির সম্পদ নয়, বাংলাদেশের সম্পদ।",2,1,2,2,2
তিনি যেভাবে রাষ্ট্র পরিচালনা করছেন তা বিশ্বের সকল রাষ্ট্র প্রধানদের জন্য রোল মডেল হতে পারে।।,2,1,2,2,2
এটা একটা মানবিক উদ্যোগ। এতে দেশের জনগণ উপকৃত হচ্ছে। জিয়াউর রহমান ফাউন্ডেশনের সকল কার্যক্রম সফল ও সার্থক হউক। সবার আগে বাংলাদেশ।,2,1,2,2,2
আমি জিয়াকে ভালোবাসি,2,1,2,2,2
"শত অত্যাচার ও প্রতিকূলতার মাঝেও দেশনেত্রী বেগম খালেদা জিয়া ছিলেন অদম্য ও অবিচল। তিনি আমাদের জন্য সাহসের অনুপ্রেরণা ,",2,1,2,2,2
বিএনপি সরকার জিন্দাবাদ।,2,1,2,2,2
ভোটের কালি মুছে যাবার আগেই প্রতিশ্রুতি পূরণ করছেন মাননীয় প্রধানমন্ত্রী জনাব তারেক রহমান,2,1,2,2,2
গভীর শ্রদ্ধার সাথে স্মরণ করছি সাবেক রাষ্ট্রপতি জিয়াউর রহমান বীর উত্তম ও সাবেক প্রধানমন্ত্রী বেগম খালেদা জিয়া কে। উনাদের দেশের প্রতি অবদান জাতি মনে রাখবে। নতুন নেতৃত্বের জন্য শুভকামনা রইলো।,2,1,2,2,2
জিয়াউর রহমানের মতো খাল খনন কইরা দেশে বন্যা আর জলাবদ্ধতা মোকাবেলার চেষ্টা করতেছেন তারেক রহমান।,2,1,2,2,2
রাইট লিডার জনাব তারেক রহমানকে সুভিচছা অভিনন্দন মোঃ মহিউদ্দিন মৃধা পিরোজপুর জেলা সদর থানা পিরোজপুর ঢাকা মহানগর মৎস্য জীবী দল,2,1,2,2,2
দিন যতো যাচ্ছে বিএনপির জনপ্রিয়তা ততো বাড়ছে। দেশের ৯৫ % মানুষ বিএনপিকে ভোট দিবে।,2,1,2,2,2
তারেক রহমান ই হবে বাংলাদেশের আগামীর রাষ্ট্রনায়ক।,2,1,2,2,2
জাতীয়তাবাদী দল বিএনপি'র মাধ্যমে দেশে ন্যায়বিচার প্রতিষ্ঠা হবে ইন শা আল্লাহ,2,1,2,2,2
তারেক রহমান জিন্দাবাদ 🌾🌾🌾 বি এন পি জিন্দাবাদ🌾🌾,2,1,2,2,2
বাংলাদেশের গণতন্ত্র উত্তরণে তারেক রহমান এর বিকল্প নেই।,2,1,2,2,2
শহীদ প্রেসিডেন্ট জিয়াউর রহমানের আদর্শকে সামনে রেখে আমাদের এগিয়ে চলতে হবে।,2,1,2,2,2
শহীদ প্রেসিডেন্ট জিয়াউর রহমানের আদর্শ মেনে চললে বিএনপি দেশের মানুষের ভালোবাসা ও সম্মানে থাকতো।,2,1,2,2,2
জনতার জিয়া চির অম্লান,2,1,2,2,2
জিয়াউর রহমান একজনই,2,1,2,2,2
